City,Year,"Higher Education Expenditure","Elementary & Secondary Education Expenditure","Libraries Expenditure","Public Welfare Expenditure","Cash Assistance Expenditure","Police Protection Expenditure","Fire Protection Expenditure","Corrections Expenditure","Census ID - City"
"CA: San Francisco (City)",2012,0,0,110,634,235,495,316,206,52038001
"CA: San Francisco (City)",2013,0,0,110,570,212,502,330,212,52038001
"CA: San Francisco (City)",2014,0,0,112,"1,151",811,484,319,216,52038001
"CA: San Francisco (City)",2015,0,0,117,"1,169",838,478,335,242,52038001
"CA: San Jose (City)",1977,0,0,33,0,0,175,103,0,52043012
"CA: San Jose (City)",1978,0,0,35,0,0,195,105,0,52043012
"CA: San Jose (City)",1979,0,0,31,0,0,168,94,0,52043012
"CA: San Jose (City)",1980,0,0,26,0,0,147,84,0,52043012
"CA: San Jose (City)",1981,0,0,28,0,0,158,92,0,52043012
"CA: San Jose (City)",1982,0,0,26,0,0,160,96,0,52043012
"CA: San Jose (City)",1983,0,0,24,0,0,170,106,0,52043012
"CA: San Jose (City)",1984,0,0,30,0,0,175,100,0,52043012
"CA: San Jose (City)",1985,0,0,33,0,0,189,110,0,52043012
"CA: San Jose (City)",1986,0,0,39,0,0,193,115,0,52043012
"CA: San Jose (City)",1987,0,0,44,0,0,220,123,0,52043012
"CA: San Jose (City)",1988,0,0,37,0,0,200,116,0,52043012
"CA: San Jose (City)",1989,0,0,38,0,0,225,113,0,52043012
"CA: San Jose (City)",1990,0,0,40,0,0,221,115,0,52043012
"CA: San Jose (City)",1991,0,0,39,0,0,230,117,0,52043012
"CA: San Jose (City)",1992,0,0,38,0,0,236,121,0,52043012
"CA: San Jose (City)",1993,0,0,35,0,0,236,116,0,52043012
"CA: San Jose (City)",1994,0,0,32,0,0,235,122,0,52043012
"CA: San Jose (City)",1995,0,0,31,0,0,230,122,0,52043012
"CA: San Jose (City)",1996,0,0,34,0,0,241,126,0,52043012
"CA: San Jose (City)",1997,0,0,37,0,0,242,119,0,52043012
"CA: San Jose (City)",1998,0,0,41,0,0,244,120,0,52043012
"CA: San Jose (City)",1999,0,0,44,0,0,253,125,0,52043012
"CA: San Jose (City)",2000,0,0,43,0,0,260,131,0,52043012
"CA: San Jose (City)",2001,0,0,47,0,0,268,135,0,52043012
"CA: San Jose (City)",2002,0,0,53,0,0,277,144,0,52043012
"CA: San Jose (City)",2003,0,0,65,0,0,303,157,0,52043012
"CA: San Jose (City)",2004,0,0,74,0,0,309,159,0,52043012
"CA: San Jose (City)",2005,0,0,86,0,0,302,159,0,52043012
"CA: San Jose (City)",2006,0,0,80,0,0,309,158,0,52043012
"CA: San Jose (City)",2007,0,0,76,0,0,313,178,0,52043012
"CA: San Jose (City)",2008,0,0,69,0,0,296,173,0,52043012
"CA: San Jose (City)",2009,0,0,74,0,0,331,164,0,52043012
"CA: San Jose (City)",2010,0,0,68,0,0,311,156,0,52043012
"CA: San Jose (City)",2011,0,0,55,0,0,292,143,0,52043012
"CA: San Jose (City)",2012,0,0,33,0,0,276,134,0,52043012
"CA: San Jose (City)",2013,0,0,32,0,0,231,124,0,52043012
"CA: San Jose (City)",2014,0,0,31,0,0,227,118,0,52043012
"CA: San Jose (City)",2015,0,0,31,0,0,231,138,0,52043012
"CO: Aurora (City)",1977,0,0,19,0,0,153,98,0,62003501
"CO: Aurora (City)",1978,0,0,17,0,0,143,96,0,62003501
"CO: Aurora (City)",1979,0,0,18,0,0,149,119,0,62003501
"CO: Aurora (City)",1980,0,0,24,0,0,169,132,0,62003501
"CO: Aurora (City)",1981,0,0,40,0,0,151,116,0,62003501
"CO: Aurora (City)",1982,0,0,73,0,0,154,130,0,62003501
"CO: Aurora (City)",1983,0,0,44,0,0,164,122,0,62003501
"CO: Aurora (City)",1984,0,0,40,2,0,185,126,0,62003501
"CO: Aurora (City)",1985,0,0,40,0,0,206,167,2,62003501
"CO: Aurora (City)",1986,0,0,34,0,0,223,152,0,62003501
"CO: Aurora (City)",1987,0,0,38,0,0,246,167,0,62003501
"CO: Aurora (City)",1988,0,0,40,0,0,241,152,0,62003501
"CO: Aurora (City)",1989,0,0,37,0,0,245,138,0,62003501
"CO: Aurora (City)",1990,0,0,33,0,0,237,133,0,62003501
"CO: Aurora (City)",1991,0,0,31,0,0,236,130,0,62003501
"CO: Aurora (City)",1992,0,0,26,0,0,230,126,0,62003501
"CO: Aurora (City)",1993,0,0,27,0,0,234,122,0,62003501
"CO: Aurora (City)",1994,0,0,23,0,0,248,117,0,62003501
"CO: Aurora (City)",1995,0,0,22,0,0,236,130,0,62003501
"CO: Aurora (City)",1996,0,0,21,0,0,242,121,13,62003501
"CO: Aurora (City)",1997,0,0,20,0,0,249,115,12,62003501
"CO: Aurora (City)",1998,0,0,21,0,0,264,122,13,62003501
"CO: Aurora (City)",1999,0,0,46,0,0,283,136,13,62003501
"CO: Aurora (City)",2000,0,0,27,0,0,252,124,17,62003501
"CO: Aurora (City)",2001,0,0,28,0,0,261,125,0,62003501
"CO: Aurora (City)",2002,0,0,20,0,0,291,135,0,62003501
"CO: Aurora (City)",2003,0,0,41,0,0,280,144,0,62003501
"CO: Aurora (City)",2004,0,0,103,0,0,297,156,0,62003501
"CO: Aurora (City)",2005,0,0,31,0,0,272,121,0,62003501
"CO: Aurora (City)",2006,0,0,23,0,0,271,116,0,62003501
"CO: Aurora (City)",2007,0,0,16,0,0,277,119,0,62003501
"CO: Aurora (City)",2008,0,0,17,0,0,276,129,0,62003501
"CO: Aurora (City)",2009,0,0,17,0,0,288,125,0,62003501
"CO: Aurora (City)",2010,0,0,16,0,0,281,120,0,62003501
"CO: Aurora (City)",2011,0,0,9,0,0,274,118,0,62003501
"CO: Aurora (City)",2012,0,0,12,0,0,277,121,0,62003501
"CO: Aurora (City)",2013,0,0,13,0,0,277,122,0,62003501
"CO: Aurora (City)",2014,0,0,13,0,0,279,119,0,62003501
"CO: Aurora (City)",2015,0,0,14,0,0,277,122,0,62003501
"CO: Denver (City)",1977,0,0,51,454,298,297,170,36,62016001
"CO: Denver (City)",1978,0,0,50,417,255,285,163,32,62016001
"CO: Denver (City)",1979,0,0,47,382,214,268,149,42,62016001
"CO: Denver (City)",1980,0,0,47,358,189,256,135,40,62016001
"CO: Denver (City)",1981,0,0,45,373,207,242,134,40,62016001
"CO: Denver (City)",1982,0,0,47,387,194,251,126,48,62016001
"CO: Denver (City)",1983,1,0,45,347,160,311,166,53,62016001
"CO: Denver (City)",1984,0,0,51,357,179,334,150,56,62016001
"CO: Denver (City)",1985,0,0,50,356,187,350,173,61,62016001
"CO: Denver (City)",1986,0,0,53,372,180,369,181,69,62016001
"CO: Denver (City)",1987,0,0,54,372,196,375,204,77,62016001
"CO: Denver (City)",1988,0,0,52,381,211,392,215,86,62016001
"CO: Denver (City)",1989,0,0,50,390,205,374,198,84,62016001
"CO: Denver (City)",1990,0,0,50,387,201,335,183,90,62016001
"CO: Denver (City)",1991,0,0,53,395,205,347,192,96,62016001
"CO: Denver (City)",1992,0,0,80,404,213,335,194,120,62016001
"CO: Denver (City)",1993,0,0,88,421,201,302,175,119,62016001
"CO: Denver (City)",1994,0,0,109,417,188,332,177,109,62016001
"CO: Denver (City)",1995,0,0,61,418,176,325,174,120,62016001
"CO: Denver (City)",1996,0,0,120,416,155,324,178,125,62016001
"CO: Denver (City)",1997,0,0,75,418,132,329,180,132,62016001
"CO: Denver (City)",1998,0,0,69,404,87,335,175,129,62016001
"CO: Denver (City)",1999,0,0,72,285,87,337,173,128,62016001
"CO: Denver (City)",2000,0,0,68,401,36,358,165,134,62016001
"CO: Denver (City)",2001,0,0,66,271,28,347,173,149,62016001
"CO: Denver (City)",2002,0,0,71,303,32,364,172,156,62016001
"CO: Denver (City)",2003,0,0,74,288,30,372,178,156,62016001
"CO: Denver (City)",2004,0,0,73,248,26,360,175,155,62016001
"CO: Denver (City)",2005,0,0,66,224,23,397,191,154,62016001
"CO: Denver (City)",2006,0,0,62,216,22,364,191,165,62016001
"CO: Denver (City)",2007,0,3,61,238,25,349,190,364,62016001
"CO: Denver (City)",2008,0,25,66,512,65,361,167,207,62016001
"CO: Denver (City)",2009,0,29,81,377,80,346,204,187,62016001
"CO: Denver (City)",2010,0,0,98,339,73,396,205,506,62016001
"CO: Denver (City)",2011,0,0,61,309,74,363,203,225,62016001
"CO: Denver (City)",2012,0,0,53,290,55,387,193,237,62016001
"CO: Denver (City)",2013,0,0,56,282,60,329,197,180,62016001
"CO: Denver (City)",2014,0,0,59,262,48,353,212,194,62016001
"CO: Denver (City)",2015,0,0,61,216,0,392,232,183,62016001
"DC: Washington (City)",1977,294,"1,664",55,"1,549",586,839,295,422,92001001
"DC: Washington (City)",1978,311,"1,492",57,"1,583",552,779,305,415,92001001
"DC: Washington (City)",1979,361,"1,461",53,"1,474",525,814,288,394,92001001
"DC: Washington (City)",1980,356,"1,399",47,"1,521",538,740,296,374,92001001
"DC: Washington (City)",1981,260,"1,241",42,"1,478",447,487,180,378,92001001
"DC: Washington (City)",1982,270,"1,294",49,"1,407",430,500,187,433,92001001
"DC: Washington (City)",1983,290,"1,367",57,"1,456",398,613,203,486,92001001
"DC: Washington (City)",1984,289,"1,438",51,"1,603",374,621,217,561,92001001
"DC: Washington (City)",1985,306,"1,396",56,"1,749",382,654,244,626,92001001
"DC: Washington (City)",1986,288,"1,481",54,"1,856",359,747,254,734,92001001
"DC: Washington (City)",1987,290,"1,627",57,"1,887",346,783,296,806,92001001
"DC: Washington (City)",1988,280,"1,681",56,"1,995",350,753,290,829,92001001
"DC: Washington (City)",1989,298,"1,726",52,"1,974",318,772,309,849,92001001
"DC: Washington (City)",1990,303,"1,722",59,"2,020",340,828,293,"1,204",92001001
"DC: Washington (City)",1991,302,"1,843",64,"2,056",376,794,297,"1,077",92001001
"DC: Washington (City)",1992,346,"1,814",64,"2,536",377,793,282,926,92001001
"DC: Washington (City)",1993,283,"1,761",58,"2,741",387,757,284,903,92001001
"DC: Washington (City)",1994,283,"1,777",62,"3,002",431,782,281,855,92001001
"DC: Washington (City)",1995,251,"1,678",57,"3,105",402,651,275,798,92001001
"DC: Washington (City)",1996,194,"1,606",55,"3,153",378,669,240,785,92001001
"DC: Washington (City)",1997,200,"1,596",58,"3,166",308,747,263,801,92001001
"DC: Washington (City)",1998,173,"1,828",57,"3,146",310,749,296,802,92001001
"DC: Washington (City)",1999,215,"1,807",61,"3,245",375,815,271,762,92001001
"DC: Washington (City)",2000,201,"2,219",63,"3,131",308,823,282,760,92001001
"DC: Washington (City)",2001,205,"2,558",65,"3,264",259,851,313,647,92001001
"DC: Washington (City)",2002,188,"2,598",63,"3,468",281,912,324,412,92001001
"DC: Washington (City)",2003,217,"2,440",62,"3,644",262,946,373,331,92001001
"DC: Washington (City)",2004,232,"2,818",64,"3,848",269,961,360,375,92001001
"DC: Washington (City)",2005,226,"2,882",69,"3,894",281,964,357,382,92001001
"DC: Washington (City)",2006,241,"2,927",77,"3,947",291,"1,057",378,441,92001001
"DC: Washington (City)",2007,255,"2,948",94,"4,477",242,"1,037",373,468,92001001
"DC: Washington (City)",2008,255,"4,158",119,"4,767",144,"1,171",404,530,92001001
"DC: Washington (City)",2009,261,"4,104",141,"5,013",197,"1,128",389,516,92001001
"DC: Washington (City)",2010,296,"4,221",202,"5,076",283,"1,080",419,489,92001001
"DC: Washington (City)",2011,302,"3,916",140,"5,087",319,"1,064",387,462,92001001
"DC: Washington (City)",2012,294,"3,793",113,"4,935",271,971,364,415,92001001
"DC: Washington (City)",2013,263,"3,924",100,"5,292",247,928,361,416,92001001
"DC: Washington (City)",2014,240,"3,867",106,"5,196",212,963,372,231,92001001
"DC: Washington (City)",2015,278,"3,975",112,"5,563",233,913,380,222,92001001
"FL: Jacksonville (City)",1977,0,0,15,29,3,163,93,39,102016003
"FL: Jacksonville (City)",1978,0,0,15,29,3,161,97,43,102016003
"FL: Jacksonville (City)",1979,0,0,17,26,3,151,90,44,102016003
"FL: Jacksonville (City)",1980,0,0,16,15,2,148,84,38,102016003
"FL: Jacksonville (City)",1981,0,0,16,22,2,145,92,42,102016003
"FL: Jacksonville (City)",1982,0,0,15,4,2,157,95,45,102016003
"FL: Jacksonville (City)",1983,0,0,12,22,0,176,100,45,102016003
"FL: Jacksonville (City)",1984,0,0,14,27,0,168,102,51,102016003
"FL: Jacksonville (City)",1985,0,0,17,23,0,171,107,55,102016003
"FL: Jacksonville (City)",1986,0,0,33,29,0,179,119,62,102016003
"FL: Jacksonville (City)",1987,0,0,29,25,0,185,121,61,102016003
"FL: Jacksonville (City)",1988,0,0,26,28,5,176,131,61,102016003
"FL: Jacksonville (City)",1989,0,0,24,29,5,184,128,44,102016003
"FL: Jacksonville (City)",1990,0,0,22,38,11,209,135,160,102016003
"FL: Jacksonville (City)",1991,0,0,52,34,10,190,145,155,102016003
"FL: Jacksonville (City)",1992,0,0,27,42,10,197,140,102,102016003
"FL: Jacksonville (City)",1993,0,0,24,21,0,206,139,76,102016003
"FL: Jacksonville (City)",1994,0,0,24,25,0,210,144,85,102016003
"FL: Jacksonville (City)",1995,0,0,28,22,0,222,148,85,102016003
"FL: Jacksonville (City)",1996,0,0,23,21,0,225,147,83,102016003
"FL: Jacksonville (City)",1997,0,0,27,18,0,205,150,80,102016003
"FL: Jacksonville (City)",1998,0,0,28,23,0,241,143,81,102016003
"FL: Jacksonville (City)",1999,0,0,29,55,0,256,146,82,102016003
"FL: Jacksonville (City)",2000,0,0,28,62,0,241,145,80,102016003
"FL: Jacksonville (City)",2001,0,0,29,55,0,252,158,82,102016003
"FL: Jacksonville (City)",2002,0,0,39,57,0,256,158,82,102016003
"FL: Jacksonville (City)",2003,0,0,46,60,0,263,158,83,102016003
"FL: Jacksonville (City)",2004,0,0,86,66,0,284,124,86,102016003
"FL: Jacksonville (City)",2005,0,0,138,69,0,277,125,84,102016003
"FL: Jacksonville (City)",2006,0,0,99,68,0,301,141,91,102016003
"FL: Jacksonville (City)",2007,0,0,39,115,2,244,136,90,102016003
"FL: Jacksonville (City)",2008,0,0,40,113,2,246,147,87,102016003
"FL: Jacksonville (City)",2009,0,0,48,75,0,344,158,91,102016003
"FL: Jacksonville (City)",2010,0,0,50,64,0,354,157,91,102016003
"FL: Jacksonville (City)",2011,0,0,55,57,0,374,207,75,102016003
"FL: Jacksonville (City)",2012,0,0,49,56,0,366,199,75,102016003
"FL: Jacksonville (City)",2013,0,0,47,74,0,341,189,65,102016003
"FL: Jacksonville (City)",2014,0,0,42,85,0,364,156,64,102016003
"FL: Jacksonville (City)",2015,0,0,39,64,0,384,166,63,102016003
"FL: Miami (City)",1977,0,0,0,0,0,303,185,0,102013013
"FL: Miami (City)",1978,0,0,0,0,0,251,175,0,102013013
"FL: Miami (City)",1979,0,0,0,0,0,230,165,0,102013013
"FL: Miami (City)",1980,0,0,0,2,0,201,182,0,102013013
"FL: Miami (City)",1981,0,0,0,0,0,193,163,0,102013013
"FL: Miami (City)",1982,0,0,0,0,0,220,161,0,102013013
"FL: Miami (City)",1983,0,0,0,0,0,277,179,0,102013013
"FL: Miami (City)",1984,0,0,0,14,0,297,197,0,102013013
"FL: Miami (City)",1985,0,2,0,9,0,329,220,0,102013013
"FL: Miami (City)",1986,0,1,0,12,0,357,213,0,102013013
"FL: Miami (City)",1987,0,0,0,11,0,369,216,0,102013013
"FL: Miami (City)",1988,0,0,0,7,0,395,216,0,102013013
"FL: Miami (City)",1989,0,0,0,5,0,388,209,0,102013013
"FL: Miami (City)",1990,0,0,0,4,0,418,214,0,102013013
"FL: Miami (City)",1991,0,0,0,5,0,394,221,0,102013013
"FL: Miami (City)",1992,0,0,0,5,0,428,223,0,102013013
"FL: Miami (City)",1993,0,0,0,0,0,435,217,0,102013013
"FL: Miami (City)",1994,0,0,0,0,0,436,227,0,102013013
"FL: Miami (City)",1995,0,0,0,0,0,422,226,0,102013013
"FL: Miami (City)",1996,0,0,0,0,0,342,223,0,102013013
"FL: Miami (City)",1997,0,0,0,0,0,417,200,0,102013013
"FL: Miami (City)",1998,0,0,0,0,0,281,174,0,102013013
"FL: Miami (City)",1999,0,0,0,0,0,324,174,0,102013013
"FL: Miami (City)",2000,0,0,0,0,0,337,181,0,102013013
"FL: Miami (City)",2001,0,0,0,0,0,412,192,0,102013013
"FL: Miami (City)",2002,0,0,0,0,0,370,187,0,102013013
"FL: Miami (City)",2003,0,0,0,0,0,421,215,0,102013013
"FL: Miami (City)",2004,0,0,0,0,0,376,227,0,102013013
"FL: Miami (City)",2005,0,0,0,0,0,405,221,0,102013013
"FL: Miami (City)",2006,0,0,0,0,0,416,304,0,102013013
"FL: Miami (City)",2007,0,0,0,0,0,387,319,0,102013013
"FL: Miami (City)",2008,0,0,0,0,0,444,316,0,102013013
"FL: Miami (City)",2009,0,0,0,0,0,409,415,0,102013013
"FL: Miami (City)",2010,0,0,0,0,0,443,323,0,102013013
"FL: Miami (City)",2011,0,0,0,3,0,402,270,0,102013013
"FL: Miami (City)",2012,0,0,0,4,0,356,223,0,102013013
"FL: Miami (City)",2013,0,0,0,4,0,339,235,0,102013013
"FL: Miami (City)",2014,0,0,0,5,0,437,334,0,102013013
"FL: Miami (City)",2015,0,0,0,6,0,434,282,0,102013013
"FL: Orlando (City)",1977,0,0,0,0,0,316,212,29,102048009
"FL: Orlando (City)",1978,0,0,0,0,0,266,185,24,102048009
"FL: Orlando (City)",1979,0,0,0,0,0,247,196,23,102048009
"FL: Orlando (City)",1980,0,0,0,0,0,295,183,0,102048009
"FL: Orlando (City)",1981,0,0,0,0,0,292,182,0,102048009
"FL: Orlando (City)",1982,0,0,0,0,0,291,202,0,102048009
"FL: Orlando (City)",1983,0,0,1,0,0,309,186,0,102048009
"FL: Orlando (City)",1984,0,0,1,0,0,322,209,0,102048009
"FL: Orlando (City)",1985,0,0,1,0,0,336,228,0,102048009
"FL: Orlando (City)",1986,0,0,1,0,0,341,232,0,102048009
"FL: Orlando (City)",1987,0,0,1,0,0,335,224,0,102048009
"FL: Orlando (City)",1988,0,0,1,0,0,333,214,0,102048009
"FL: Orlando (City)",1989,0,0,1,0,0,336,217,0,102048009
"FL: Orlando (City)",1990,0,0,1,0,0,348,211,0,102048009
"FL: Orlando (City)",1991,0,0,1,0,0,360,198,0,102048009
"FL: Orlando (City)",1992,0,0,1,0,0,374,205,0,102048009
"FL: Orlando (City)",1993,0,0,1,0,0,394,211,0,102048009
"FL: Orlando (City)",1994,0,0,0,0,0,391,206,0,102048009
"FL: Orlando (City)",1995,0,0,0,0,0,463,212,0,102048009
"FL: Orlando (City)",1996,0,0,0,0,0,481,220,0,102048009
"FL: Orlando (City)",1997,0,0,0,0,0,471,223,0,102048009
"FL: Orlando (City)",1998,0,0,0,0,0,464,223,0,102048009
"FL: Orlando (City)",1999,0,0,0,35,0,480,229,0,102048009
"FL: Orlando (City)",2000,0,0,0,18,0,462,233,0,102048009
"FL: Orlando (City)",2001,0,0,0,18,0,452,230,0,102048009
"FL: Orlando (City)",2002,0,0,0,21,0,468,239,0,102048009
"FL: Orlando (City)",2003,0,0,0,19,0,516,281,0,102048009
"FL: Orlando (City)",2004,0,0,0,20,0,534,306,0,102048009
"FL: Orlando (City)",2005,0,0,0,19,0,518,297,0,102048009
"FL: Orlando (City)",2006,0,0,0,0,0,522,304,0,102048009
"FL: Orlando (City)",2007,0,0,0,0,0,549,308,0,102048009
"FL: Orlando (City)",2008,0,0,0,0,0,556,375,0,102048009
"FL: Orlando (City)",2009,0,0,0,0,0,607,413,0,102048009
"FL: Orlando (City)",2010,0,0,0,0,0,649,444,0,102048009
"FL: Orlando (City)",2011,0,0,0,0,0,563,393,0,102048009
"FL: Orlando (City)",2012,0,0,0,0,0,542,399,0,102048009
"FL: Orlando (City)",2013,0,0,0,0,0,549,389,0,102048009
"FL: Orlando (City)",2014,0,0,0,0,0,536,347,0,102048009
"FL: Orlando (City)",2015,0,0,0,0,0,532,437,0,102048009
"FL: Tampa (City)",1977,0,0,47,1,0,235,198,0,102029003
"FL: Tampa (City)",1978,0,0,45,0,0,243,190,0,102029003
"FL: Tampa (City)",1979,0,0,45,0,0,231,191,0,102029003
"FL: Tampa (City)",1980,0,0,44,0,0,226,169,0,102029003
"FL: Tampa (City)",1981,0,0,44,0,0,209,139,0,102029003
"FL: Tampa (City)",1982,0,0,39,0,0,200,132,0,102029003
"FL: Tampa (City)",1983,0,0,46,0,0,221,135,0,102029003
"FL: Tampa (City)",1984,0,0,43,0,0,275,139,0,102029003
"FL: Tampa (City)",1985,0,0,44,0,0,276,137,0,102029003
"FL: Tampa (City)",1986,0,0,3,0,0,245,127,0,102029003
"FL: Tampa (City)",1987,0,0,0,0,0,269,139,0,102029003
"FL: Tampa (City)",1988,0,0,0,0,0,265,122,0,102029003
"FL: Tampa (City)",1989,0,0,0,0,0,266,120,0,102029003
"FL: Tampa (City)",1990,0,0,0,0,0,275,124,0,102029003
"FL: Tampa (City)",1991,0,0,0,0,0,321,130,0,102029003
"FL: Tampa (City)",1992,0,0,0,0,0,332,133,0,102029003
"FL: Tampa (City)",1993,0,0,0,0,0,324,133,0,102029003
"FL: Tampa (City)",1994,0,0,0,0,0,308,135,0,102029003
"FL: Tampa (City)",1995,0,0,0,0,0,357,139,0,102029003
"FL: Tampa (City)",1996,0,0,0,0,0,370,136,0,102029003
"FL: Tampa (City)",1997,0,0,0,0,0,403,137,0,102029003
"FL: Tampa (City)",1998,0,0,0,0,0,376,154,0,102029003
"FL: Tampa (City)",1999,0,0,0,96,96,464,168,0,102029003
"FL: Tampa (City)",2000,0,0,0,66,66,420,174,0,102029003
"FL: Tampa (City)",2001,0,0,0,63,63,439,169,0,102029003
"FL: Tampa (City)",2002,0,0,0,69,69,450,186,0,102029003
"FL: Tampa (City)",2003,0,0,0,64,64,458,178,0,102029003
"FL: Tampa (City)",2004,0,0,0,43,43,462,193,0,102029003
"FL: Tampa (City)",2005,0,0,0,35,35,457,195,0,102029003
"FL: Tampa (City)",2006,0,0,0,0,0,481,198,0,102029003
"FL: Tampa (City)",2007,0,0,0,0,0,423,192,0,102029003
"FL: Tampa (City)",2008,0,0,0,0,0,487,196,0,102029003
"FL: Tampa (City)",2009,0,0,0,0,0,478,200,0,102029003
"FL: Tampa (City)",2010,0,0,0,0,0,466,219,0,102029003
"FL: Tampa (City)",2011,0,0,0,0,0,463,223,0,102029003
"FL: Tampa (City)",2012,0,0,0,0,0,466,228,0,102029003
"FL: Tampa (City)",2013,0,0,0,0,0,477,227,0,102029003
"FL: Tampa (City)",2014,0,0,0,0,0,448,221,0,102029003
"FL: Tampa (City)",2015,0,0,0,0,0,419,222,0,102029003
"GA: Atlanta (City)",1977,1,0,45,3,0,263,121,20,112060002
"GA: Atlanta (City)",1978,0,0,52,23,0,245,114,21,112060002
"GA: Atlanta (City)",1979,3,0,95,19,0,222,109,28,112060002
"GA: Atlanta (City)",1980,2,0,67,16,0,195,99,43,112060002
"GA: Atlanta (City)",1981,3,0,64,10,0,216,108,69,112060002
"GA: Atlanta (City)",1982,3,0,40,17,0,228,99,22,112060002
"GA: Atlanta (City)",1983,2,0,43,29,0,245,122,27,112060002
"GA: Atlanta (City)",1984,0,0,22,15,0,217,135,29,112060002
"GA: Atlanta (City)",1985,0,0,0,18,0,209,142,32,112060002
"GA: Atlanta (City)",1986,0,0,0,20,0,218,154,33,112060002
"GA: Atlanta (City)",1987,0,0,0,19,0,218,152,36,112060002
"GA: Atlanta (City)",1988,0,0,0,19,0,250,159,42,112060002
"GA: Atlanta (City)",1989,0,0,0,21,0,291,164,53,112060002
"GA: Atlanta (City)",1990,0,0,0,9,0,316,172,54,112060002
"GA: Atlanta (City)",1991,0,0,0,2,0,343,182,56,112060002
"GA: Atlanta (City)",1992,0,0,0,2,0,326,172,56,112060002
"GA: Atlanta (City)",1993,0,0,0,2,0,395,209,61,112060002
"GA: Atlanta (City)",1994,0,0,0,2,0,408,247,68,112060002
"GA: Atlanta (City)",1995,0,0,0,2,0,358,186,62,112060002
"GA: Atlanta (City)",1996,0,0,0,2,0,378,207,71,112060002
"GA: Atlanta (City)",1997,0,0,0,3,0,371,220,78,112060002
"GA: Atlanta (City)",1998,0,0,0,3,0,401,226,88,112060002
"GA: Atlanta (City)",1999,0,0,0,3,0,382,220,90,112060002
"GA: Atlanta (City)",2000,0,0,0,3,0,372,222,95,112060002
"GA: Atlanta (City)",2001,0,0,0,0,0,396,235,106,112060002
"GA: Atlanta (City)",2002,0,0,0,0,0,436,231,111,112060002
"GA: Atlanta (City)",2003,0,0,0,0,0,391,180,106,112060002
"GA: Atlanta (City)",2004,0,0,0,0,0,417,194,95,112060002
"GA: Atlanta (City)",2005,0,0,0,0,0,423,191,103,112060002
"GA: Atlanta (City)",2006,0,0,0,0,0,465,203,110,112060002
"GA: Atlanta (City)",2007,0,0,0,0,0,615,247,130,112060002
"GA: Atlanta (City)",2008,0,0,0,36,0,557,238,124,112060002
"GA: Atlanta (City)",2009,0,0,0,43,0,477,233,101,112060002
"GA: Atlanta (City)",2010,0,0,0,62,0,396,221,61,112060002
"GA: Atlanta (City)",2011,0,0,0,59,0,423,209,53,112060002
"GA: Atlanta (City)",2012,0,0,0,48,0,420,210,66,112060002
"GA: Atlanta (City)",2013,0,0,0,43,0,359,210,59,112060002
"GA: Atlanta (City)",2014,0,0,0,40,0,376,205,66,112060002
"GA: Atlanta (City)",2015,0,0,0,1,0,389,210,73,112060002
"IL: Chicago (City)",1977,0,22,29,18,0,402,138,0,142016016
"IL: Chicago (City)",1978,0,22,30,22,0,401,129,1,142016016
"IL: Chicago (City)",1979,0,6,31,11,0,381,117,0,142016016
"IL: Chicago (City)",1980,0,8,33,5,0,366,109,0,142016016
"IL: Chicago (City)",1981,0,1,23,30,0,339,121,0,142016016
"IL: Chicago (City)",1982,0,1,23,45,0,340,116,0,142016016
"IL: Chicago (City)",1983,0,1,30,45,0,357,125,0,142016016
"IL: Chicago (City)",1984,0,1,32,46,0,377,133,0,142016016
"IL: Chicago (City)",1985,0,0,31,34,0,370,130,0,142016016
"IL: Chicago (City)",1986,0,23,29,51,0,373,140,0,142016016
"IL: Chicago (City)",1987,0,25,29,55,0,396,144,0,142016016
"IL: Chicago (City)",1988,0,24,26,54,0,397,148,0,142016016
"IL: Chicago (City)",1989,0,20,45,45,0,393,147,0,142016016
"IL: Chicago (City)",1990,0,0,53,44,0,357,140,0,142016016
"IL: Chicago (City)",1991,0,19,75,50,0,368,142,0,142016016
"IL: Chicago (City)",1992,0,22,62,54,0,391,144,0,142016016
"IL: Chicago (City)",1993,0,20,41,49,0,410,147,0,142016016
"IL: Chicago (City)",1994,0,0,33,56,0,428,147,0,142016016
"IL: Chicago (City)",1995,0,0,35,56,0,437,135,0,142016016
"IL: Chicago (City)",1996,0,0,34,58,0,450,148,0,142016016
"IL: Chicago (City)",1997,0,0,37,60,0,457,146,0,142016016
"IL: Chicago (City)",1998,0,0,36,59,0,508,142,0,142016016
"IL: Chicago (City)",1999,0,0,41,57,0,513,142,0,142016016
"IL: Chicago (City)",2000,0,0,41,55,0,545,153,0,142016016
"IL: Chicago (City)",2001,0,0,44,57,0,509,151,0,142016016
